Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,CRSElapsedTime,Origin,Dest,Distance,ArrDelay15
7,7,1,1310,1255,OO,45,GRR,MKE,120,True
3,28,5,805,910,OO,65,SUN,SLC,223,False
1,7,1,1210,1312,AS,62,SEA,GEG,224,False
11,7,5,1335,1655,CO,140,IAH,MCO,853,False
3,21,5,935,1019,OO,44,COS,DEN,72,False
8,22,5,610,715,MQ,125,RIC,ORD,642,False
11,25,2,1355,1455,AA,60,DFW,AUS,190,False
12,5,5,1230,1325,WN,55,SJC,RNO,188,False
8,20,3,1153,1245,YV,52,ORD,ATW,160,True
2,23,6,1220,1501,US,161,PBI,PHL,951,False
8,25,1,1152,1306,NW,74,PIT,DTW,201,False
7,25,5,1448,1523,OO,95,PIT,MKE,431,False
5,25,7,1335,1511,CO,216,IAH,LAX,1379,False
7,23,3,715,900,DL,105,RIC,ATL,481,True
2,5,2,855,1150,B6,175,HPN,FLL,1098,False
5,12,1,910,1032,XE,142,JAX,IAH,817,True
2,5,2,2000,2055,WN,55,AUS,DAL,189,False
6,1,7,622,811,NW,109,MKE,MEM,556,False
3,16,7,1655,1911,EV,76,BNA,ATL,214,False
10,4,6,1739,1824,YV,105,CLT,MEM,512,False
4,14,1,1603,1708,OO,65,PSP,LAS,173,False
10,10,5,1011,1131,US,80,PHX,SAN,304,False
7,22,2,1625,1836,AS,131,LAS,PDX,762,False
8,5,2,1935,2235,WN,120,ABQ,HOU,759,True
8,13,3,2135,2325,NW,170,MSP,MSO,1013,False
7,31,4,1135,1334,NW,179,LGA,MSP,1020,False
3,22,6,820,1110,WN,170,TPA,PVD,1137,False
8,5,2,1625,1800,9E,95,PFN,MEM,417,False
2,28,4,820,1005,AA,225,DFW,SFO,1464,False
10,31,5,1705,1845,OH,100,CLT,CVG,335,False
11,29,6,1659,1834,OO,95,FCA,SLC,532,False
6,27,5,907,1340,US,153,PHX,AUS,872,False
11,16,7,1705,1830,9E,85,MCI,MEM,392,False
6,25,3,958,1219,UA,261,ORD,SFO,1846,True
8,31,7,2210,600,US,290,LAS,PHL,2176,True
12,1,1,1348,1630,XE,162,JAX,EWR,821,True
9,3,3,1325,1520,WN,235,BWI,DEN,1491,True
3,22,6,1450,1649,XE,119,SAV,CLE,641,True
7,2,3,1645,1802,OH,77,PVD,JFK,144,False
3,6,4,1425,1555,9E,90,MSP,MCI,393,False
12,7,7,1125,1121,EV,56,ATL,HSV,151,False
10,21,2,1312,1619,UA,127,ORD,BTV,763,False
12,4,4,1430,1629,YV,119,CLT,BDL,644,False
11,2,7,1200,1342,UA,162,LGA,ORD,733,False
5,29,4,1257,1425,EV,88,ATL,DAY,432,False
2,14,4,1135,1330,AA,175,DTW,DFW,987,False
4,27,7,1105,1231,OH,86,GSO,CVG,330,False
1,24,4,1529,1735,MQ,126,LGA,CLT,544,False
11,1,6,1332,1524,FL,112,ATL,BUF,712,False
9,29,1,715,810,CO,55,IAH,AUS,140,False
9,9,2,1640,1740,AA,60,TPA,MIA,204,False
3,26,3,2135,2225,OO,110,SLC,MFR,575,False
4,17,4,1830,1955,WN,85,SAN,OAK,446,True
4,1,2,905,1150,AA,165,LGA,ATL,761,False
11,9,7,1715,2101,AS,166,ADK,ANC,1192,False
5,28,3,1955,2310,MQ,135,DFW,CVG,812,False
3,24,1,1405,1550,WN,105,STL,DAL,546,False
8,23,6,1940,2105,DL,85,CVG,DCA,411,False
9,14,7,1459,1726,US,147,DCA,PBI,857,False
6,25,3,2030,2212,AS,102,SFO,PDX,550,True
4,23,3,930,1046,UA,76,MSP,ORD,334,False
11,13,4,1054,1228,YV,94,FSD,ORD,462,False
5,10,6,1610,1845,AA,335,MIA,LAX,2342,True
1,4,5,1020,1254,US,154,DCA,FLL,899,False
10,13,1,830,920,MQ,50,ORD,PIA,130,True
9,21,7,1715,1919,CO,124,CLT,EWR,529,False
2,8,5,740,1139,AS,179,SEA,TUS,1216,False
7,8,2,1009,1157,YV,108,PHX,FAT,493,False
8,13,3,845,1017,DL,272,ATL,LAX,1946,False
8,22,5,650,810,YV,80,LGB,PHX,355,False
5,13,2,615,735,WN,80,SMF,LAX,373,False
6,11,3,730,941,EV,131,FNT,ATL,644,False
2,22,5,1945,2157,OO,132,SLC,ELP,693,False
11,5,3,1605,1915,WN,130,MDW,PHL,668,False
5,18,7,1730,2201,AS,211,ANC,SEA,1449,False
12,26,5,1530,1820,WN,290,MCO,PHX,1848,True
12,26,5,1145,1423,B6,158,MCO,SWF,989,False
10,16,4,1110,1335,WN,145,BWI,TPA,842,False
12,25,4,1303,1426,YV,83,DRO,DEN,251,True
8,29,5,1648,2018,YV,150,COS,ORD,911,False
1,23,3,1440,1705,WN,145,BWI,MCO,787,False
9,28,7,1330,1542,OH,132,LGA,CVG,585,False
7,1,2,1126,1313,AS,107,SEA,SMF,605,False
4,23,3,2020,2140,DL,80,ATL,CLT,227,False
6,26,4,710,810,AA,180,AUS,LAX,1242,False
2,4,1,1340,1424,OO,44,PDX,RDM,116,False
8,13,3,1855,2020,WN,85,SMF,SNA,404,False
8,25,1,2135,2300,F9,145,DEN,SMF,910,False
6,26,4,925,1045,XE,80,DCA,CLE,310,False
5,28,3,1245,1450,9E,125,PHL,IND,587,True
9,28,7,1815,1908,YV,53,TUS,PHX,110,True
4,3,4,945,1301,CO,196,EWR,TPA,998,False
1,27,7,700,825,WN,85,MDW,MCI,405,False
11,4,2,1425,1527,XE,62,IAH,CRP,201,False
4,24,4,1106,1235,UA,149,BDL,ORD,783,False
12,6,6,1820,2105,WN,165,MDW,HOU,937,False
7,9,3,2355,108,YV,73,LAS,FAT,258,False
12,15,1,845,939,EV,114,ATL,SGF,563,False
12,1,1,1325,1720,WN,175,PHX,STL,1262,True
8,8,5,1347,1451,OO,64,PDX,MFR,222,False
10,24,5,826,921,OO,115,SLC,PDX,630,False
3,15,6,1720,2250,WN,210,LAS,MDW,1521,False
1,14,1,610,730,9E,80,MOB,MEM,317,False
8,29,5,859,1320,YV,141,PHX,OKC,833,True
8,22,5,1325,1610,WN,165,MCO,ALB,1073,True
5,2,5,1323,1629,NW,186,FLL,DTW,1127,True
2,17,7,1940,2307,XE,147,IAH,DAY,929,False
2,13,3,2120,2230,WN,70,ONT,SJC,333,True
4,5,6,1045,1350,UA,125,ORD,BDL,783,False
5,7,3,1740,2010,AA,150,DCA,MIA,920,False
10,27,1,1700,1952,NW,112,MSP,DTW,528,False
10,31,5,825,1125,WN,120,MDW,BDL,777,False
4,15,2,1559,1753,YV,114,JFK,CLT,541,False
1,28,1,835,1035,WN,120,OAK,GEG,723,False
6,28,6,830,1015,XE,165,RDU,IAH,1043,False
6,1,7,1530,1729,DL,59,BHM,ATL,134,True
11,30,7,1006,1345,US,159,PHX,MCI,1044,False
7,6,7,1603,1706,YV,63,EGE,DEN,121,True
12,25,4,725,1024,DL,299,RDU,SLC,1823,False
7,20,7,1200,1321,XE,81,LAX,RNO,390,False
12,23,2,1735,1902,FL,87,ATL,TPA,406,False
2,22,5,1350,1510,AA,140,IND,DFW,762,True
6,18,3,1416,1503,US,167,DFW,LAS,1055,False
10,15,3,1125,1246,EV,81,FAY,ATL,331,False
10,19,7,1305,1415,XE,130,IAH,ABQ,744,False
6,2,1,2100,2155,WN,55,TUL,DAL,237,False
7,1,2,1415,1637,CO,142,CLE,MCO,895,False
4,4,5,600,700,AS,60,GEG,SEA,224,False
9,25,4,1455,1600,MQ,65,DCA,RDU,227,True
6,23,1,1900,1934,HA,34,OGG,HNL,100,False
8,2,6,745,1015,WN,270,MDW,OAK,1844,False
1,24,4,1100,1635,WN,215,LAS,MDW,1521,False
10,20,1,1558,1708,F9,190,DTW,DEN,1123,False
2,26,2,1855,2204,XE,129,AUS,JAX,954,False
10,20,1,1140,1330,AA,170,RDU,DFW,1062,False
5,27,2,1838,1943,FL,245,ATL,PHX,1587,False
2,25,1,2000,2113,EV,133,ATL,MSN,707,False
11,3,1,2000,2100,WN,60,OKC,DAL,181,False
2,2,6,1435,1933,CO,178,LAS,IAH,1222,True
5,6,2,1203,1423,UA,260,ORD,SEA,1721,False
12,10,3,1133,1250,9E,77,MOB,MEM,317,False
1,15,2,1542,1646,OO,124,SGF,DEN,637,False
1,7,1,1818,2030,OH,132,TYS,LGA,647,False
12,28,7,2005,2308,UA,243,ORD,BOI,1437,False
12,19,5,1805,2020,MQ,75,ORD,CMH,296,True
11,11,2,1435,2133,UA,298,HNL,SFO,2398,True
4,23,3,1125,1710,WN,225,ONT,BNA,1751,False
9,29,1,1727,2046,YV,139,MCI,IAD,926,False
2,15,5,1335,1450,WN,75,SMF,ONT,389,True
3,26,3,705,852,DL,107,ATL,BWI,576,False
9,18,4,1153,1239,OO,46,PSP,LAX,110,False
6,4,3,1151,1300,US,129,CLT,ORD,599,True
7,29,2,1524,1715,CO,111,CLE,BOS,563,True
8,5,2,1610,1831,9E,141,BGR,DTW,750,False
3,22,6,1245,1533,OH,108,TUL,CVG,646,True
6,20,5,2125,2316,NW,171,MSP,FCA,1026,False
1,27,7,810,935,WN,85,RNO,SAN,488,True
11,24,1,936,1123,F9,107,PHX,DEN,602,False
5,14,3,1945,2310,OO,145,MKE,EWR,725,False
9,4,4,2129,2231,OO,62,LAX,FAT,209,False
9,16,2,855,1150,9E,115,MSP,CMH,627,False
1,5,6,600,914,OO,134,FAT,DEN,844,False
3,16,7,2100,2236,US,96,BOS,DCA,399,False
9,10,3,1500,1609,OO,69,SLC,BOI,291,False
12,20,6,1855,2040,WN,165,DEN,SMF,910,True
11,21,5,1625,1746,UA,81,MSP,ORD,334,False
10,16,4,1225,1321,EV,56,ATL,TRI,227,False
12,19,5,800,1028,NW,208,BOS,MSP,1124,False
7,31,4,628,928,UA,120,ORD,EWR,719,True
1,5,6,1115,1410,WN,115,BNA,PHL,675,False
2,7,4,2359,251,US,172,LAS,SEA,866,False
10,24,5,830,1008,CO,98,CLE,LGA,418,True
11,9,7,1224,1323,YV,59,IAD,ORF,157,False
8,16,6,1724,1851,UA,87,SFO,EUG,451,True
3,26,3,1250,1617,XE,147,IAH,CRW,975,False
5,6,2,1550,1925,AS,155,SEA,DEN,1024,True
5,29,4,1010,1241,US,151,DCA,PBI,857,False
6,1,7,1000,1104,UA,124,IAD,ORD,589,False
12,29,1,2045,2140,WN,55,SAT,DAL,248,False
12,9,2,830,953,US,83,DCA,BOS,399,False
10,24,5,1645,1817,CO,92,BOS,EWR,200,False
12,17,3,2100,2315,WN,75,MDW,PIT,402,False
6,6,5,710,835,WN,85,RNO,LAX,390,False
12,4,4,1240,1534,OO,114,SJC,SLC,585,False
2,20,3,1350,1511,US,81,ORF,CLT,290,False
1,10,4,1002,1128,US,86,PHX,ABQ,328,False
11,27,4,957,1535,US,218,LAS,ORD,1515,False
12,13,6,1905,1942,HA,37,HNL,OGG,100,False
4,24,4,1600,1730,9E,90,OKC,MEM,432,True
12,7,7,840,950,AA,70,DFW,SAT,247,True
3,2,7,1606,1659,OO,53,LAX,SAN,109,False
9,23,2,1455,1655,MQ,120,PNS,DFW,604,False
9,15,1,1925,2030,AA,185,AUS,LAX,1242,True
4,19,6,2330,755,AA,325,LAX,JFK,2475,False
6,25,3,1021,1153,OO,92,FSD,ORD,462,False
8,2,6,1005,1205,AA,120,MIA,RDU,700,True
11,18,2,1250,1555,MQ,125,ORD,BDL,783,False
3,30,7,1546,1605,UA,79,DTW,ORD,235,False
6,24,2,600,655,OO,175,OKC,LAX,1187,False
10,16,4,2209,615,UA,306,SFO,IAD,2419,False
7,22,2,900,1135,CO,335,EWR,LAS,2227,True
5,5,1,920,1040,FL,200,ATL,DEN,1199,False
4,24,4,1415,1659,EV,164,BTV,ATL,960,False
9,10,3,1850,2210,WN,200,MHT,TPA,1204,False
2,8,5,1320,1445,WN,85,SMF,SAN,480,False
7,14,1,1805,1830,WN,85,TPA,BHM,460,False
6,25,3,850,1633,US,283,PHX,BWI,1999,False
7,3,4,700,844,DL,104,PIT,ATL,526,True
8,19,2,2005,2115,US,250,CLT,TUS,1735,False
3,29,6,1930,2306,UA,156,ORD,TPA,1012,False
12,3,3,1945,20,WN,155,LAS,AUS,1090,False
6,4,3,1150,1300,WN,130,SAT,DEN,794,True
1,16,3,1531,1853,FL,142,MDW,MCO,989,False
4,8,2,604,922,UA,138,LAX,DEN,862,False
1,7,1,1855,2240,CO,165,IAH,CLE,1091,False
5,2,5,1608,1645,UA,97,FSD,DEN,483,True
12,17,3,1559,1755,YV,116,PHX,GJT,438,False
1,27,7,1315,1440,WN,85,SFO,SAN,447,True
5,14,3,1105,1415,AA,370,BOS,LAX,2611,False
2,29,5,1208,1329,US,81,ELP,PHX,347,False
11,23,7,1840,1955,AA,75,LAS,LAX,236,False
7,5,6,1201,1330,OO,149,DEN,BUR,850,False
6,15,7,1100,1400,WN,120,STL,BWI,737,False
8,4,1,1654,1842,FL,108,PIT,ATL,526,True
7,30,3,1925,2057,YV,92,DEN,RAP,301,False
9,26,5,645,823,US,98,MCO,CLT,468,False
9,24,3,2115,2255,9E,160,LGA,MSN,812,False
1,20,7,1320,1614,OO,114,SBA,SLC,615,False
6,8,7,1608,1655,OO,47,SAN,LAX,109,True
7,1,2,1740,1910,WN,150,PVD,MDW,842,False
1,7,1,800,917,FL,77,CLT,BWI,361,False
2,25,1,725,1025,WN,180,ISP,TPA,1034,False
12,28,7,1725,1900,MQ,95,SGF,ORD,438,True
2,21,4,1840,2144,NW,184,FLL,DTW,1127,True
9,22,1,625,705,MQ,100,CHA,ORD,501,False
6,27,5,840,1052,YV,192,IAD,IAH,1190,False
10,26,7,1430,1658,CO,148,MCO,CLE,895,False
5,30,5,1401,1720,UA,139,SAN,DEN,853,True
10,21,2,1100,1222,US,82,LGA,BOS,185,False
9,15,1,900,1224,FL,144,MSP,ATL,906,False
4,17,4,1259,1549,FL,110,MLI,ATL,633,False
12,14,7,1700,2023,9E,143,TUL,DTW,790,False
6,28,6,740,923,XE,103,IAH,BHM,562,False
1,7,1,2155,17,DL,322,ATL,SFO,2139,False
1,5,6,1605,1835,9E,150,BGR,DTW,750,False
2,25,1,1210,1300,WN,50,TPA,JAX,180,True
8,29,5,905,1030,AA,85,DFW,MFE,468,False
12,6,6,1715,1824,YV,69,IAD,PHL,134,False
4,30,3,1120,1222,CO,62,IAH,SAT,191,True
1,23,3,1644,1815,NW,91,MOT,MSP,449,False
4,18,5,1433,1605,OO,92,DEN,IDA,458,False
12,23,2,1105,1247,XE,102,IAH,AMA,519,True
7,22,2,1915,2256,CO,161,IAH,CMH,986,False
11,29,6,2250,700,DL,310,SEA,JFK,2421,False
11,18,2,1700,1815,WN,75,LAS,LAX,236,False
3,16,7,1515,1630,MQ,75,SJC,LAX,308,True
6,23,1,1130,1250,OO,140,RDU,MKE,689,False
1,5,6,1805,1934,DL,89,ATL,MCO,403,False
8,21,4,2122,2357,NW,155,DTW,TPA,983,True
11,8,6,1315,1555,AA,160,IAH,ORD,925,False
7,26,6,1125,1335,AA,190,ORD,SLC,1249,True
1,23,3,1830,1952,DL,82,ATL,SDF,321,False
3,17,1,1322,1811,OO,169,LAX,SAT,1210,False
11,8,6,1342,1443,EV,61,AVL,ATL,164,False
7,6,7,1850,2017,XE,147,DEN,LAX,862,False
6,7,6,1310,1408,US,118,CLT,MSY,651,False
3,20,4,2229,2340,9E,71,MSP,DSM,232,False
8,25,1,1420,1530,WN,70,DAL,AMA,324,False
7,5,6,1635,1759,OH,84,CVG,DCA,411,False
4,7,1,1555,1734,EV,99,IND,ATL,432,True
3,6,4,1800,2045,WN,165,MDW,HOU,937,True
9,23,2,830,1636,US,306,SEA,PHL,2378,False
8,3,7,1650,1809,DL,259,CVG,SAN,1865,False
2,21,4,1700,1753,OO,53,LAX,SAN,109,False
8,10,7,920,1059,B6,99,PIT,BOS,496,False
1,25,5,1750,2013,UA,143,DFW,ORD,802,True
10,14,2,1725,1831,NW,66,DTW,BUF,240,False
10,7,2,1820,1950,WN,150,BDL,MDW,777,False
11,8,6,830,1016,DL,106,ATL,IAD,533,False
9,24,3,1100,1255,AA,175,BOS,STL,1046,False
9,23,2,920,1655,WN,275,LAS,BWI,2106,True
12,3,3,1655,1932,EV,157,HPN,ATL,780,False
6,20,5,1210,2015,WN,305,PHX,PVD,2277,False
8,24,7,1550,2345,AA,295,LAX,IAD,2288,True
10,3,5,1329,1422,FL,113,FLL,GPT,620,False
1,2,3,1415,1530,WN,75,DEN,ABQ,349,True
10,19,7,1700,1855,MQ,175,PIT,DFW,1068,False
5,31,6,1130,1354,UA,264,ORD,LAX,1745,False
11,22,6,1415,1532,XE,77,JAN,IAH,351,False
10,18,6,1545,1735,WN,230,MCI,PDX,1481,False
5,1,4,1334,1440,EV,66,ATL,FLO,273,False
1,7,1,1323,1606,DL,103,PDX,SLC,630,False
11,20,4,722,943,UA,201,MIA,ORD,1197,False
1,18,5,600,815,AA,135,DFW,ORD,802,False
2,1,5,1734,2010,CO,216,DCA,IAH,1208,False
4,10,4,815,900,OO,45,SFO,MOD,78,False
1,29,2,705,805,AA,60,AUS,DFW,190,False
8,2,6,1639,1755,DL,76,JAX,ATL,270,False
1,4,5,755,935,WN,160,TPA,MDW,997,False
1,4,5,1718,1808,OO,110,MCI,DEN,533,False
11,11,2,910,1755,DL,345,SFO,JFK,2586,False
8,7,4,740,1025,WN,165,MCO,BDL,1050,False
9,30,2,1100,1255,AA,175,BOS,STL,1046,False
7,4,5,1033,1120,EV,107,ATL,PIA,564,True
3,5,3,738,930,UA,172,TPA,ORD,1012,False
4,21,1,1855,2005,WN,70,LAS,SAN,258,False
8,29,5,1525,1650,WN,85,DTW,BWI,408,False
12,7,7,2002,2045,HA,43,HNL,KOA,163,False
3,26,3,1407,1509,DL,62,ATL,SAV,215,False
11,12,3,955,1103,OO,68,SLC,GJT,217,False
11,10,1,840,1220,AA,160,DFW,MIA,1121,False
6,29,7,1940,2230,WN,170,MCO,ALB,1073,True
6,1,7,1950,2159,AS,129,SEA,SJC,697,False
8,4,1,1605,1935,OO,150,SFO,ABQ,896,False
10,31,5,1339,1638,US,179,PHX,SEA,1107,False
6,3,2,1640,1825,MQ,165,SAV,DFW,925,False
10,12,7,1450,1633,DL,103,ATL,PIT,526,False
1,6,7,1305,1624,NW,139,MSP,DCA,931,True
11,13,4,630,735,WN,65,AMA,DAL,324,False
5,26,1,825,1230,AA,125,TUS,DFW,813,False
5,13,2,2220,606,US,286,SFO,PIT,2254,False
8,15,5,2355,520,F9,205,DEN,PHL,1557,False
10,19,7,1300,1510,AA,130,DFW,ORD,802,False
5,9,5,1100,1325,AA,145,MSP,DFW,852,False
4,9,3,1640,1745,MQ,65,AMA,DFW,313,True
2,5,2,1900,2045,YV,105,PWM,IAD,494,False
4,20,7,2255,800,US,365,HNL,PHX,2917,False
12,8,1,615,922,XE,127,ABQ,IAH,744,False
6,2,1,1510,2018,NW,188,SEA,MSP,1399,True
9,24,3,725,955,WN,150,MCO,BUF,1011,False
5,5,1,1314,1754,CO,160,PHX,IAH,1009,True
6,7,6,1959,2213,UA,134,IAD,MCO,758,False
4,27,7,844,1015,UA,91,SFO,SAN,447,False
2,25,1,715,804,OO,49,PSP,LAX,110,False
6,20,5,835,1155,AS,380,SEA,HNL,2677,False
4,30,3,1415,1515,AA,60,AUS,DFW,190,False
2,14,4,1141,1921,DL,280,SFO,ATL,2139,False
6,1,7,1900,2036,DL,96,MCO,ATL,403,False
8,31,7,1835,126,US,231,PHX,ATL,1587,False
9,19,5,755,925,EV,90,ATL,CMH,446,False
2,27,3,1340,1440,WN,60,GEG,SEA,224,False
12,1,1,1050,1100,WN,70,PHX,SAN,304,False
1,23,3,2106,2137,US,91,PHX,LAX,370,False
11,16,7,1945,50,WN,185,LAX,HOU,1390,False
8,26,2,1205,1755,WN,230,LAX,MDW,1750,False
10,5,7,1125,1145,MQ,80,SDF,ORD,286,False
3,25,2,700,1518,B6,318,BUR,JFK,2465,False
12,11,4,840,1016,NW,96,MSP,MOT,449,False
1,6,7,730,1017,CO,287,IAH,SEA,1874,False
5,9,5,1720,2155,WN,155,PHX,LIT,1136,False
5,25,7,920,1104,DL,104,ATL,DCA,547,False
10,28,2,1835,2022,B6,107,JFK,BUF,301,True
2,23,6,1200,1320,AA,140,MIA,BNA,806,False
8,30,6,1100,1205,OO,125,SLC,SFO,599,False
4,10,4,2145,2342,B6,117,JFK,RDU,426,False
8,21,4,1550,2112,NW,202,SNA,MSP,1522,False
3,14,5,2025,2041,EV,76,ATL,VPS,264,True
10,15,3,610,715,WN,65,MDW,STL,251,False
1,19,6,1310,1507,OO,57,ORD,LAN,179,False
12,8,1,1045,1400,XE,135,IAH,CVG,871,False
7,25,5,1800,1919,US,79,BOS,LGA,185,True
2,4,1,800,1009,DL,129,DTW,ATL,594,True
6,5,4,1225,1615,XE,170,IAH,RIC,1157,False
6,7,6,2046,2243,US,117,PHX,OAK,646,False
9,1,1,645,831,FL,106,PIT,ATL,526,False
12,20,6,845,1020,US,95,MCO,CLT,468,False
10,24,5,1640,2005,AA,145,DFW,CLT,936,False
3,13,4,2041,2325,F9,104,PHX,DEN,602,False
5,12,1,1915,2122,US,127,MIA,CLT,650,False
3,14,5,1510,1615,MQ,65,DFW,TUL,237,True
10,30,4,1040,1325,AA,165,ORD,SAT,1041,False
1,18,5,745,1028,US,163,RSW,PHL,992,False
1,13,7,1933,2040,9E,67,DTW,CLE,95,False
6,18,3,1805,2056,UA,111,ORD,DCA,612,False
5,15,4,600,717,UA,137,EWR,ORD,719,False
4,27,7,930,1237,B6,187,JFK,PBI,1028,False
4,29,2,600,749,EV,49,DHN,ATL,171,False
4,10,4,821,855,HA,34,ITO,OGG,121,False
4,13,7,1340,1442,XE,62,GRR,CLE,214,False
7,9,3,840,1000,AA,140,DAY,DFW,861,False
7,9,3,1955,2154,OH,179,JFK,BNA,766,False
4,26,6,1450,1649,XE,119,SAV,CLE,641,False
11,1,6,1735,2009,DL,154,ATL,BOS,946,False
10,2,4,1740,1923,B6,103,JFK,PWM,274,False
2,5,2,700,815,CO,75,EWR,DCA,199,False
8,23,6,2135,2228,FL,113,ATL,MDW,590,False
6,3,2,700,810,MQ,70,LIT,DFW,304,False
10,8,3,1648,1809,YV,81,PHX,LGB,355,False
10,17,5,910,1024,OH,134,CVG,MSY,700,False
7,14,1,930,1040,MQ,70,BOS,LGA,185,True
2,21,4,1400,1655,B6,175,JFK,PBI,1028,False
1,10,4,1935,2140,XE,125,EWR,DAY,533,False
2,29,5,805,855,WN,50,TPA,JAX,180,False
12,10,3,1445,1625,WN,100,PDX,OAK,543,False
5,1,4,1615,1804,XE,109,ICT,IAH,542,False
12,12,5,1310,1604,CO,174,EWR,PBI,1024,False
7,11,5,2024,2130,OO,66,RNO,SFO,192,True
5,23,5,735,835,WN,60,ONT,LAS,197,False
9,3,3,637,822,XE,105,DAY,EWR,533,False
9,12,5,1615,1904,EV,109,XNA,ATL,589,True
10,24,5,1450,1607,UA,77,ORD,DSM,299,False
2,10,7,1015,1238,9E,83,MSN,DTW,312,True
2,18,1,755,920,WN,85,SMF,SNA,404,True
8,24,7,1240,1530,WN,170,FLL,ISP,1093,False
12,3,3,1105,1235,MQ,150,MIA,MEM,860,False
12,29,1,1312,1428,YV,76,PHX,ELP,347,False
5,29,4,1625,1807,NW,102,DCA,DTW,405,False
5,20,2,2015,2040,WN,85,PIT,MDW,402,False
4,12,6,1825,1930,MQ,65,CMI,ORD,135,False
12,11,4,1135,1237,NW,122,MSP,DEN,680,False
10,5,7,1941,2115,US,274,CLT,LAS,1916,False
5,13,2,1529,1650,DL,81,LGA,BOS,185,False
5,31,6,536,829,FL,113,MLI,ATL,633,False
12,4,4,950,1035,FL,105,ATL,STL,483,False
3,22,6,1336,1440,NW,64,DTW,PIT,201,True
1,3,4,1543,1659,UA,136,ATL,ORD,606,False
7,10,4,1330,1505,OO,35,MKE,MKG,85,False
3,2,7,740,1603,CO,323,SFO,EWR,2565,False
5,8,4,1010,1257,OO,107,SFO,SLC,599,True
12,21,7,1340,1524,US,104,PHL,CLT,448,False
10,11,6,1700,1840,WN,100,STL,DAL,546,False
1,3,4,1425,1530,AA,185,DFW,SAN,1171,False
4,8,2,2125,2355,WN,150,BWI,FLL,925,False
3,5,3,1720,1906,UA,166,EWR,ORD,719,True
4,21,1,1010,1057,OO,107,BOI,SFO,522,False
5,30,5,1209,1250,OO,41,EUG,PDX,106,False
3,14,5,945,1027,OO,102,SLC,PHX,507,True
7,29,2,1640,1810,XE,90,CLE,CLT,430,True
12,20,6,1705,2002,CO,237,EWR,IAH,1400,True
12,15,1,1035,1535,DL,600,ATL,HNL,4502,True
1,31,4,945,1310,AA,205,LGA,FLL,1076,False
4,16,3,825,1506,DL,221,PHX,ATL,1587,False
4,1,2,1710,1814,9E,64,CLE,DTW,95,False
3,31,1,845,1135,HA,350,PDX,HNL,2603,False
2,7,4,1120,1408,EV,108,PIA,ATL,564,False
3,19,3,1253,1405,YV,72,MTJ,DEN,197,False
7,6,7,944,1054,AS,70,ANC,DLG,329,False
4,27,7,1920,2332,XE,192,IAH,IAD,1190,False
5,2,5,700,947,UA,107,ORD,DCA,612,False
3,9,7,1420,1703,DL,163,MCO,LGA,950,False
4,5,6,1754,1924,FL,90,MCO,ATL,403,True
12,16,2,715,933,CO,198,EWR,MSP,1008,False
4,13,7,1810,2030,WN,80,LAS,SLC,368,False
12,31,3,855,1132,CO,337,CLE,SFO,2161,True
3,21,5,1510,1637,CO,87,CLE,PHL,363,False
7,5,6,1900,2240,XE,160,IAH,GRR,1042,False
2,16,6,730,1002,US,152,DCA,FLL,899,False
9,27,6,2140,2235,MQ,55,ORD,CID,196,False
6,23,1,1315,1425,WN,130,PHL,MDW,668,False
12,19,5,2005,2156,US,111,CLT,PVD,683,False
3,12,3,1940,2116,DL,96,TPA,ATL,406,False
12,27,6,1630,1950,WN,140,SAN,DEN,853,False
2,10,7,1805,1930,OO,85,LAX,SMF,373,False
3,18,2,1549,1820,FL,151,RSW,IND,946,False
2,22,5,650,1401,DL,251,ONT,ATL,1900,False
11,24,1,1325,1435,MQ,70,HOU,DFW,247,True
5,7,3,2250,437,UA,227,SAN,ORD,1723,False
7,5,6,1435,1542,XE,67,IAH,DFW,224,True
6,21,6,1855,2145,WN,170,PHL,MCO,861,True
6,19,4,1855,2029,NW,94,ORD,MSP,334,False
1,15,2,1600,1702,XE,62,IAH,DAL,217,False
4,25,5,1545,1805,WN,140,BWI,TPA,842,True
8,5,2,620,910,OO,110,ACV,SLC,635,True
3,15,6,2100,2236,CO,216,IAH,ONT,1334,True
1,15,2,655,935,MQ,100,BNA,DCA,562,False
5,6,2,1035,1249,EV,74,EVV,ATL,350,False
12,10,3,735,845,WN,130,PHX,SFO,651,False
3,17,1,640,710,WN,90,IND,MCI,451,False
3,5,3,1045,1145,WN,120,SLC,OAK,588,False
9,1,1,1730,1840,WN,70,LAX,OAK,337,False
9,18,4,1410,1630,WN,80,DEN,OMA,472,False
7,7,1,2240,651,UA,311,OGG,LAX,2486,True
5,14,3,1859,2011,US,72,PHX,LAS,256,False
4,18,5,1155,1407,CO,312,EWR,PHX,2133,False
3,25,2,1745,2229,AA,164,SNA,AUS,1209,False
7,19,6,1915,2027,XE,72,EWR,DCA,199,True
12,1,1,1330,1430,OO,120,SLC,LAX,590,False
1,3,4,1230,1313,OO,43,COS,DEN,72,False
10,3,5,1020,1400,XE,160,IAH,CLT,913,False
4,4,5,800,1200,B6,240,BOS,SJU,1674,False
4,7,1,2110,2240,OO,90,SLC,CPR,320,False
10,8,3,1820,2130,WN,130,MDW,PVD,842,True
5,4,7,1945,2055,WN,70,BWI,ALB,288,False
