AGE,WORKCLASS,EDUCATION-NUM,MARITAL STATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,CAPITAL GAIN,CAPITAL LOSS,HOURS PER WEEK,COUNTRY,SHOULD_APPROVE
32.0,4,13.0,4,1,0,4,1,0.0,0.0,55.0,39,False
56.0,1,9.0,2,14,4,0,1,0.0,0.0,40.0,39,False
45.0,7,11.0,0,13,1,4,0,0.0,0.0,40.0,39,False
24.0,4,9.0,0,4,0,4,0,0.0,0.0,45.0,39,True
18.0,4,6.0,4,6,3,4,1,0.0,0.0,27.0,39,False
31.0,4,9.0,2,8,4,3,1,0.0,0.0,40.0,39,False
21.0,0,10.0,4,0,3,4,1,0.0,0.0,50.0,39,False
45.0,4,13.0,2,4,4,4,1,0.0,1977.0,55.0,39,True
23.0,4,10.0,4,8,0,4,0,0.0,0.0,40.0,39,False
45.0,7,10.0,2,4,4,4,1,0.0,0.0,40.0,39,False
18.0,4,7.0,4,12,2,0,0,0.0,0.0,25.0,39,False
25.0,4,9.0,2,14,4,2,1,0.0,0.0,30.0,39,False
31.0,7,9.0,2,12,4,4,1,0.0,0.0,40.0,39,False
19.0,4,9.0,4,7,2,4,1,0.0,0.0,45.0,39,False
41.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,39,True
74.0,4,15.0,6,1,0,2,0,0.0,0.0,20.0,39,False
27.0,4,3.0,4,14,0,4,1,0.0,0.0,40.0,26,False
23.0,4,9.0,4,1,0,4,0,0.0,0.0,40.0,39,False
31.0,4,11.0,2,12,4,4,1,0.0,0.0,40.0,39,True
40.0,5,9.0,2,6,4,4,1,0.0,0.0,40.0,39,False
41.0,1,9.0,2,14,4,4,1,0.0,0.0,40.0,39,True
25.0,4,14.0,4,12,0,4,1,0.0,0.0,20.0,39,False
42.0,4,9.0,2,3,4,0,1,0.0,0.0,60.0,39,False
24.0,4,13.0,4,3,0,4,0,0.0,0.0,40.0,39,False
42.0,4,12.0,2,3,4,4,1,0.0,0.0,50.0,39,True
45.0,6,6.0,2,3,4,4,1,0.0,0.0,70.0,39,False
52.0,1,9.0,2,4,4,4,1,7298.0,0.0,40.0,39,True
34.0,4,11.0,0,3,0,4,1,0.0,0.0,40.0,39,False
32.0,4,9.0,4,6,2,4,1,0.0,0.0,60.0,39,False
54.0,4,9.0,2,3,4,4,1,0.0,0.0,45.0,39,False
42.0,1,7.0,4,13,0,4,1,0.0,1340.0,40.0,39,False
32.0,4,13.0,2,13,4,4,1,15024.0,0.0,40.0,39,True
40.0,0,10.0,2,0,5,4,0,0.0,0.0,20.0,39,False
55.0,5,13.0,2,12,4,4,1,0.0,0.0,60.0,39,True
66.0,0,7.0,4,0,0,4,1,0.0,0.0,30.0,39,False
52.0,7,14.0,2,10,4,4,1,0.0,0.0,40.0,39,False
21.0,7,10.0,4,1,0,4,0,0.0,0.0,15.0,39,False
33.0,4,13.0,2,4,5,4,0,0.0,0.0,40.0,39,True
52.0,0,11.0,2,0,4,4,1,0.0,0.0,50.0,39,True
28.0,4,3.0,4,7,0,4,0,0.0,0.0,40.0,0,False
27.0,6,7.0,2,3,4,4,1,0.0,0.0,40.0,39,False
42.0,2,13.0,0,10,0,4,0,0.0,0.0,50.0,39,False
27.0,5,10.0,4,1,3,4,0,0.0,0.0,45.0,39,False
47.0,4,11.0,2,3,4,4,1,7688.0,0.0,40.0,39,True
19.0,4,9.0,4,8,0,4,0,0.0,0.0,40.0,39,False
46.0,4,10.0,2,3,4,4,1,0.0,0.0,40.0,39,False
55.0,6,9.0,6,8,0,4,0,0.0,0.0,25.0,27,False
50.0,4,4.0,2,12,4,3,1,0.0,0.0,49.0,6,False
32.0,4,10.0,4,1,0,4,0,4101.0,0.0,50.0,39,False
28.0,4,9.0,2,1,5,4,0,0.0,0.0,40.0,39,False
23.0,4,9.0,4,1,3,2,0,0.0,0.0,40.0,39,False
43.0,4,14.0,3,4,0,4,1,0.0,0.0,50.0,39,False
34.0,4,13.0,2,10,4,4,1,0.0,0.0,40.0,20,True
19.0,4,10.0,4,1,0,1,1,0.0,0.0,40.0,40,False
37.0,4,10.0,2,4,4,1,1,0.0,0.0,55.0,39,False
27.0,4,13.0,4,1,2,1,0,0.0,0.0,40.0,17,False
18.0,4,9.0,4,12,3,4,0,0.0,0.0,24.0,39,False
31.0,4,10.0,6,1,1,4,0,0.0,0.0,40.0,39,False
49.0,4,9.0,2,14,4,4,1,0.0,0.0,50.0,39,False
26.0,1,15.0,2,10,4,4,1,0.0,0.0,60.0,4,False
48.0,4,9.0,2,3,4,4,1,0.0,0.0,45.0,39,True
39.0,4,9.0,2,3,4,2,1,0.0,0.0,40.0,39,False
41.0,4,9.0,5,7,1,4,0,0.0,0.0,40.0,39,False
48.0,7,11.0,0,10,1,4,0,0.0,0.0,56.0,39,True
40.0,4,13.0,0,4,0,4,0,10520.0,0.0,40.0,39,True
70.0,4,13.0,2,12,4,4,1,0.0,0.0,70.0,39,True
20.0,4,9.0,4,6,3,4,1,0.0,0.0,43.0,39,False
38.0,4,3.0,2,8,4,4,1,0.0,0.0,75.0,26,False
37.0,6,10.0,5,8,3,4,0,0.0,0.0,40.0,5,False
49.0,4,10.0,6,4,0,4,0,0.0,0.0,40.0,39,True
51.0,4,9.0,2,6,4,4,1,3103.0,0.0,40.0,39,True
43.0,4,2.0,4,12,3,4,1,0.0,0.0,40.0,39,False
38.0,4,15.0,4,10,0,4,1,0.0,0.0,50.0,39,False
18.0,0,7.0,4,0,3,4,1,0.0,0.0,36.0,39,False
23.0,4,4.0,4,8,0,4,1,0.0,0.0,25.0,26,False
34.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39,False
62.0,0,10.0,2,0,4,4,1,0.0,0.0,24.0,39,False
33.0,4,10.0,4,1,1,4,1,0.0,0.0,40.0,39,False
31.0,4,10.0,4,5,0,4,0,0.0,0.0,45.0,39,False
64.0,4,10.0,6,13,1,4,0,0.0,0.0,40.0,39,False
26.0,2,13.0,2,10,4,4,1,0.0,0.0,28.0,8,False
55.0,4,10.0,2,10,4,4,1,0.0,0.0,40.0,39,False
61.0,2,13.0,3,10,0,4,1,0.0,0.0,40.0,39,False
37.0,4,9.0,2,13,4,4,1,0.0,0.0,40.0,39,True
78.0,2,13.0,2,4,4,4,1,0.0,0.0,15.0,39,False
27.0,1,10.0,4,1,1,2,0,0.0,0.0,40.0,39,False
49.0,4,9.0,0,10,0,4,1,0.0,0.0,42.0,39,False
55.0,7,14.0,2,10,4,4,1,7688.0,0.0,45.0,39,True
42.0,4,13.0,2,14,4,4,1,0.0,0.0,58.0,39,False
22.0,0,9.0,4,0,2,4,0,0.0,0.0,40.0,39,False
61.0,4,5.0,2,3,4,4,1,0.0,0.0,40.0,39,False
64.0,6,13.0,2,1,4,4,1,0.0,0.0,5.0,39,False
46.0,2,9.0,2,8,4,4,1,0.0,0.0,40.0,39,False
24.0,4,13.0,4,4,0,4,1,0.0,0.0,40.0,39,False
27.0,4,10.0,2,3,4,4,1,2829.0,0.0,70.0,39,False
47.0,4,9.0,2,14,4,4,1,7688.0,0.0,55.0,39,True
18.0,4,10.0,0,8,3,4,1,0.0,0.0,15.0,39,False
48.0,4,9.0,2,12,4,4,1,0.0,0.0,50.0,39,False
50.0,6,9.0,0,5,0,4,1,0.0,0.0,40.0,39,False
40.0,7,14.0,0,10,0,4,0,0.0,0.0,45.0,39,False
56.0,6,6.0,0,12,3,4,1,0.0,0.0,40.0,39,False
34.0,4,9.0,4,1,0,4,0,4865.0,0.0,40.0,39,False
56.0,1,13.0,2,12,4,4,1,0.0,0.0,40.0,39,False
18.0,4,7.0,4,8,3,4,1,0.0,0.0,20.0,39,False
21.0,4,10.0,4,8,3,4,0,0.0,0.0,25.0,39,False
40.0,4,9.0,0,13,1,4,0,0.0,0.0,40.0,39,False
27.0,2,9.0,2,6,2,4,1,0.0,0.0,50.0,39,False
52.0,6,15.0,2,10,4,4,1,99999.0,0.0,45.0,39,True
46.0,4,9.0,0,12,0,4,0,0.0,0.0,30.0,39,False
23.0,4,9.0,4,1,3,4,0,0.0,0.0,40.0,39,False
50.0,4,10.0,2,13,4,4,1,0.0,0.0,45.0,39,True
19.0,4,10.0,4,7,2,4,1,0.0,0.0,50.0,39,False
20.0,4,9.0,4,8,0,4,1,0.0,0.0,40.0,39,False
39.0,4,10.0,0,4,0,4,0,8614.0,0.0,40.0,39,True
24.0,4,7.0,4,3,3,4,1,0.0,0.0,35.0,39,False
72.0,4,11.0,6,1,0,4,0,0.0,0.0,40.0,39,False
42.0,7,14.0,2,10,5,4,0,0.0,0.0,20.0,39,True
42.0,4,13.0,0,12,1,4,1,0.0,0.0,45.0,0,False
51.0,4,13.0,0,4,0,0,1,0.0,0.0,50.0,39,False
39.0,4,9.0,2,12,4,4,1,0.0,0.0,50.0,39,True
40.0,2,10.0,4,1,1,0,0,2977.0,0.0,35.0,39,False
34.0,4,10.0,2,12,4,4,1,0.0,0.0,55.0,39,True
19.0,4,7.0,4,6,3,4,1,0.0,0.0,40.0,26,False
26.0,4,9.0,4,4,3,4,0,0.0,0.0,40.0,39,False
45.0,2,13.0,0,10,1,4,0,4934.0,0.0,50.0,39,True
28.0,4,14.0,4,10,0,4,0,0.0,0.0,40.0,39,True
30.0,1,13.0,4,10,0,4,1,0.0,0.0,40.0,39,True
32.0,4,9.0,4,1,0,4,0,0.0,0.0,40.0,39,False
19.0,4,10.0,4,8,3,4,0,0.0,0.0,25.0,39,False
21.0,4,9.0,4,8,3,4,1,0.0,0.0,35.0,39,False
54.0,4,9.0,2,9,2,2,0,0.0,0.0,20.0,39,False
62.0,4,15.0,2,10,4,4,1,0.0,0.0,30.0,39,True
25.0,4,10.0,4,8,0,4,1,2597.0,0.0,48.0,39,False
49.0,5,10.0,0,4,1,4,0,0.0,0.0,32.0,39,False
32.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39,True
26.0,4,10.0,4,10,0,4,1,0.0,1602.0,40.0,0,False
37.0,2,9.0,2,11,4,4,1,0.0,0.0,40.0,39,True
58.0,4,9.0,0,12,2,4,0,0.0,0.0,40.0,39,False
37.0,4,10.0,2,1,5,4,0,7298.0,0.0,45.0,39,True
41.0,4,9.0,4,4,0,4,0,0.0,0.0,40.0,39,False
38.0,4,13.0,2,4,4,4,1,7688.0,0.0,40.0,39,True
47.0,7,9.0,2,8,4,4,1,0.0,0.0,40.0,39,False
42.0,4,9.0,0,8,1,2,1,0.0,0.0,35.0,39,False
30.0,7,9.0,2,1,4,4,1,0.0,1902.0,40.0,39,False
43.0,4,10.0,2,12,4,4,1,7688.0,0.0,40.0,39,True
34.0,4,9.0,2,7,4,2,1,0.0,0.0,40.0,39,False
57.0,4,10.0,0,4,2,4,0,594.0,0.0,10.0,39,False
46.0,4,7.0,2,7,4,4,1,0.0,0.0,40.0,39,False
32.0,4,10.0,2,14,4,4,1,0.0,0.0,55.0,39,False
20.0,4,5.0,4,7,3,4,0,0.0,0.0,11.0,27,False
47.0,4,11.0,0,12,0,4,1,0.0,0.0,50.0,39,False
55.0,0,9.0,0,0,0,4,1,0.0,0.0,20.0,39,False
53.0,6,4.0,2,4,4,4,1,4386.0,0.0,50.0,12,True
43.0,4,13.0,2,12,4,4,1,0.0,0.0,65.0,39,True
80.0,6,4.0,2,5,4,4,1,0.0,0.0,30.0,39,False
24.0,4,10.0,4,8,3,4,0,0.0,0.0,40.0,26,False
43.0,2,14.0,2,4,4,4,1,0.0,1977.0,60.0,39,True
22.0,4,9.0,4,6,3,4,1,0.0,0.0,40.0,39,False
40.0,4,10.0,5,4,0,2,1,0.0,0.0,40.0,39,False
48.0,4,9.0,2,4,4,4,1,0.0,0.0,50.0,39,True
56.0,0,9.0,2,0,4,4,1,0.0,0.0,25.0,39,False
34.0,0,7.0,0,0,3,4,1,0.0,0.0,84.0,39,False
51.0,4,9.0,2,3,4,4,1,0.0,0.0,45.0,39,True
24.0,1,9.0,4,1,0,4,0,0.0,0.0,40.0,39,False
19.0,4,9.0,4,8,3,4,0,0.0,0.0,40.0,39,False
34.0,4,10.0,0,1,1,4,0,0.0,0.0,30.0,39,False
24.0,4,9.0,4,3,3,4,1,0.0,0.0,40.0,39,False
41.0,4,13.0,2,14,4,4,1,0.0,0.0,48.0,2,True
24.0,4,9.0,0,12,0,4,0,0.0,0.0,38.0,39,False
22.0,2,10.0,4,11,3,4,1,0.0,0.0,40.0,39,False
32.0,1,10.0,0,1,1,4,0,0.0,0.0,40.0,39,False
41.0,4,13.0,0,4,0,4,0,0.0,0.0,55.0,39,False
20.0,4,10.0,4,8,3,4,1,0.0,0.0,35.0,39,False
31.0,4,9.0,4,8,0,2,1,0.0,0.0,40.0,39,False
55.0,4,13.0,2,13,4,4,1,0.0,0.0,18.0,39,True
49.0,7,16.0,2,10,4,2,1,0.0,1902.0,60.0,0,True
26.0,4,13.0,4,12,3,4,1,0.0,0.0,40.0,39,False
27.0,6,9.0,0,14,0,4,1,0.0,0.0,70.0,39,False
35.0,4,9.0,5,1,0,4,0,0.0,0.0,40.0,39,False
40.0,4,9.0,0,8,0,4,1,0.0,0.0,60.0,12,False
59.0,4,10.0,2,10,4,4,1,0.0,0.0,34.0,39,False
61.0,4,10.0,2,12,4,4,1,0.0,0.0,45.0,39,True
31.0,4,9.0,4,12,3,2,0,0.0,0.0,40.0,39,False
43.0,1,14.0,0,11,0,4,1,0.0,0.0,60.0,39,True
61.0,4,3.0,4,6,0,2,1,0.0,2339.0,40.0,39,False
54.0,4,12.0,6,1,1,4,0,0.0,0.0,30.0,39,False
30.0,4,10.0,2,12,4,4,1,0.0,0.0,50.0,39,False
20.0,4,10.0,4,12,0,4,0,0.0,0.0,50.0,39,False
27.0,7,14.0,4,10,0,4,0,0.0,0.0,50.0,11,False
44.0,5,10.0,0,7,0,4,1,0.0,0.0,60.0,39,False
64.0,4,10.0,6,1,0,4,0,0.0,0.0,40.0,5,False
55.0,4,9.0,0,1,0,4,0,0.0,0.0,40.0,39,False
34.0,4,9.0,0,3,0,4,1,6849.0,0.0,55.0,39,False
61.0,4,9.0,6,12,0,4,0,0.0,0.0,35.0,39,False
28.0,4,13.0,2,10,4,4,1,0.0,0.0,40.0,0,False
34.0,4,9.0,0,7,1,2,0,0.0,0.0,40.0,39,False
47.0,5,15.0,2,10,4,4,1,0.0,1977.0,60.0,39,True
26.0,4,13.0,4,1,0,4,1,0.0,0.0,45.0,39,False
35.0,4,7.0,4,8,1,0,1,0.0,0.0,40.0,39,False
36.0,4,13.0,2,10,4,4,1,0.0,0.0,38.0,39,False
47.0,4,13.0,2,10,4,4,1,0.0,0.0,40.0,39,True
17.0,4,7.0,4,8,3,2,0,0.0,0.0,25.0,39,False
35.0,4,10.0,2,10,4,4,1,0.0,0.0,60.0,39,False
33.0,4,14.0,4,10,3,4,1,0.0,0.0,20.0,39,False
25.0,4,12.0,2,1,5,4,0,0.0,0.0,40.0,39,False
18.0,4,6.0,4,12,3,4,1,0.0,0.0,10.0,39,False
47.0,7,14.0,5,10,0,4,1,0.0,0.0,38.0,39,False
44.0,4,9.0,6,8,1,2,0,0.0,0.0,30.0,39,False
41.0,4,9.0,0,8,1,4,0,0.0,0.0,30.0,39,False
30.0,4,13.0,4,1,0,4,0,0.0,0.0,40.0,39,False
53.0,6,10.0,2,5,4,4,1,0.0,0.0,50.0,39,False
53.0,4,9.0,6,8,1,2,0,0.0,0.0,20.0,39,False
40.0,4,9.0,2,12,5,4,0,5013.0,0.0,20.0,39,False
24.0,4,10.0,4,1,0,4,1,0.0,2205.0,24.0,39,False
27.0,4,13.0,4,12,3,4,1,0.0,0.0,40.0,39,False
50.0,4,3.0,2,14,4,4,1,0.0,0.0,37.0,26,False
36.0,4,7.0,2,3,4,4,1,0.0,0.0,50.0,39,False
41.0,4,2.0,2,7,4,4,1,0.0,0.0,40.0,26,True
41.0,4,14.0,4,10,0,4,0,0.0,0.0,40.0,39,False
31.0,4,9.0,4,8,0,4,0,0.0,0.0,40.0,39,False
32.0,1,13.0,2,4,4,4,1,0.0,0.0,40.0,39,False
22.0,4,10.0,4,7,3,4,1,0.0,0.0,48.0,39,False
22.0,4,6.0,0,3,3,4,1,0.0,0.0,40.0,39,False
18.0,2,8.0,4,10,3,4,1,0.0,0.0,30.0,39,False
39.0,4,13.0,2,10,4,2,1,0.0,0.0,30.0,39,False
38.0,4,9.0,2,4,5,4,0,0.0,0.0,55.0,39,False
35.0,7,9.0,2,3,4,4,1,0.0,0.0,40.0,39,False
23.0,4,10.0,4,7,0,4,1,0.0,0.0,40.0,39,False
54.0,6,13.0,2,4,4,4,1,0.0,0.0,40.0,39,True
36.0,4,14.0,2,10,4,4,1,0.0,0.0,60.0,39,True
63.0,2,9.0,2,4,4,4,1,0.0,0.0,55.0,39,False
39.0,4,10.0,2,4,4,4,1,0.0,0.0,48.0,39,False
57.0,6,10.0,2,12,4,4,1,0.0,0.0,60.0,39,True
58.0,5,15.0,2,10,4,4,1,0.0,1977.0,50.0,39,True
29.0,4,13.0,4,1,0,1,0,0.0,0.0,40.0,24,False
17.0,4,7.0,4,12,3,4,0,0.0,0.0,20.0,39,False
40.0,4,9.0,0,3,0,4,1,0.0,0.0,40.0,39,False
69.0,6,10.0,2,8,5,4,0,0.0,0.0,15.0,39,False
28.0,4,6.0,0,12,0,4,0,0.0,0.0,40.0,39,False
38.0,4,5.0,2,3,4,4,1,0.0,0.0,40.0,39,False
44.0,4,15.0,4,10,0,4,1,14084.0,0.0,40.0,39,True
45.0,2,15.0,0,10,1,2,0,0.0,1726.0,40.0,39,False
33.0,7,13.0,2,1,4,2,1,0.0,0.0,40.0,39,False
41.0,2,10.0,2,8,4,4,1,0.0,1485.0,40.0,39,True
37.0,5,9.0,2,12,4,4,1,7688.0,0.0,60.0,39,True
50.0,4,10.0,2,12,4,4,1,0.0,0.0,45.0,39,True
48.0,4,13.0,2,10,4,4,1,0.0,0.0,50.0,39,False
26.0,0,9.0,4,0,1,2,0,0.0,0.0,40.0,39,False
36.0,4,10.0,2,4,4,4,1,0.0,0.0,60.0,39,True
21.0,4,10.0,4,8,3,4,0,0.0,0.0,37.0,39,False
37.0,4,12.0,2,5,4,4,1,0.0,0.0,40.0,39,False
20.0,7,10.0,4,10,3,4,0,0.0,0.0,20.0,39,False
54.0,6,9.0,2,12,5,4,0,0.0,0.0,30.0,39,False
28.0,4,9.0,5,12,2,4,0,0.0,0.0,40.0,39,False
27.0,4,10.0,4,10,0,4,1,0.0,0.0,40.0,39,False
33.0,4,11.0,4,8,1,2,0,0.0,0.0,40.0,39,False
46.0,0,9.0,2,0,4,4,1,0.0,0.0,40.0,39,False
28.0,0,7.0,0,0,1,4,0,0.0,0.0,58.0,2,False
17.0,0,6.0,4,0,3,4,1,0.0,0.0,40.0,39,False
40.0,6,15.0,4,10,0,4,1,0.0,2444.0,45.0,39,True
47.0,4,14.0,2,12,4,4,1,0.0,0.0,40.0,39,True
44.0,4,2.0,4,7,0,4,0,0.0,0.0,40.0,8,False
25.0,4,8.0,4,6,1,4,1,0.0,0.0,43.0,39,False
35.0,4,13.0,2,10,4,4,1,0.0,0.0,55.0,39,False
29.0,4,10.0,2,12,5,4,0,0.0,0.0,25.0,39,False
30.0,4,9.0,0,7,1,4,1,0.0,0.0,40.0,39,False
30.0,4,10.0,2,6,4,4,1,0.0,0.0,40.0,39,False
56.0,6,4.0,0,8,1,4,0,0.0,0.0,40.0,39,False
25.0,6,13.0,4,10,3,4,1,0.0,0.0,30.0,39,False
28.0,4,9.0,4,6,3,2,1,0.0,0.0,40.0,39,False
43.0,6,5.0,2,3,4,4,1,0.0,0.0,40.0,39,False
47.0,2,9.0,2,11,4,4,1,0.0,0.0,60.0,39,True
46.0,6,13.0,2,3,4,4,1,0.0,0.0,40.0,39,False
41.0,7,14.0,0,10,1,4,0,0.0,0.0,35.0,39,False
38.0,1,12.0,2,1,5,4,0,7688.0,0.0,33.0,39,True
29.0,4,9.0,4,11,2,2,1,0.0,0.0,40.0,39,False
25.0,4,3.0,4,3,0,4,1,0.0,0.0,40.0,26,False
56.0,4,7.0,2,3,4,4,1,0.0,0.0,45.0,39,False
31.0,4,4.0,2,6,4,4,1,0.0,0.0,40.0,39,False
22.0,4,7.0,4,8,2,4,1,0.0,0.0,40.0,39,False
31.0,4,9.0,4,6,2,4,1,0.0,0.0,40.0,39,False
28.0,4,10.0,5,1,0,4,0,0.0,0.0,40.0,39,False
53.0,4,13.0,2,4,4,2,1,0.0,0.0,40.0,39,False
45.0,4,14.0,0,4,0,4,0,0.0,0.0,50.0,39,True
71.0,4,1.0,6,3,1,2,1,0.0,0.0,10.0,39,False
65.0,0,9.0,6,0,1,4,0,0.0,0.0,40.0,39,False
39.0,4,9.0,2,3,4,4,1,7298.0,0.0,50.0,39,True
19.0,1,9.0,1,12,5,4,0,0.0,0.0,40.0,39,False
34.0,2,13.0,0,10,1,4,0,0.0,0.0,40.0,39,False
36.0,4,9.0,2,1,4,4,1,0.0,0.0,45.0,39,False
40.0,4,9.0,3,8,3,4,0,0.0,0.0,40.0,39,False
90.0,4,10.0,5,1,3,4,0,0.0,0.0,40.0,33,False
56.0,4,15.0,2,4,4,4,1,0.0,0.0,16.0,39,False
21.0,4,9.0,4,10,0,4,0,0.0,0.0,40.0,39,False
48.0,4,13.0,2,4,4,4,1,0.0,0.0,45.0,39,True
45.0,4,10.0,5,1,1,4,0,0.0,0.0,27.0,39,False
46.0,4,9.0,2,7,4,4,1,0.0,0.0,40.0,39,True
64.0,4,6.0,5,8,0,4,0,0.0,0.0,35.0,39,False
29.0,2,14.0,4,10,3,1,1,0.0,0.0,40.0,36,False
22.0,4,9.0,0,13,1,4,0,0.0,0.0,30.0,11,False
47.0,4,9.0,2,14,4,4,1,0.0,0.0,48.0,22,True
67.0,5,13.0,2,4,4,4,1,0.0,2392.0,75.0,39,True
43.0,4,9.0,2,6,4,4,1,0.0,0.0,40.0,39,False
42.0,4,10.0,2,12,4,4,1,0.0,0.0,40.0,39,False
31.0,4,10.0,2,8,4,4,1,0.0,1672.0,50.0,39,False
53.0,4,7.0,0,8,1,4,0,0.0,0.0,40.0,39,False
81.0,4,5.0,6,9,0,2,0,2062.0,0.0,5.0,39,False
33.0,2,9.0,0,1,3,4,0,0.0,1138.0,40.0,39,False
17.0,4,8.0,4,8,3,4,0,0.0,0.0,8.0,39,False
55.0,5,15.0,2,4,4,4,1,0.0,0.0,50.0,0,True
28.0,4,9.0,4,6,3,4,1,0.0,0.0,30.0,39,False
24.0,4,10.0,4,12,3,4,0,0.0,0.0,40.0,39,False
40.0,4,9.0,5,1,1,4,0,0.0,0.0,45.0,39,False
30.0,2,14.0,4,1,0,4,0,0.0,0.0,40.0,39,False
24.0,4,7.0,4,7,1,4,0,0.0,0.0,40.0,39,False
26.0,4,14.0,2,12,5,4,0,0.0,0.0,40.0,39,False
38.0,4,10.0,0,12,1,4,0,0.0,0.0,38.0,39,False
30.0,4,9.0,2,13,4,4,1,0.0,0.0,40.0,39,True
33.0,4,13.0,2,4,4,4,1,0.0,0.0,50.0,39,False
40.0,4,9.0,2,12,4,4,1,0.0,0.0,60.0,39,True
63.0,6,9.0,2,5,4,4,1,0.0,0.0,98.0,39,False
23.0,4,4.0,4,3,2,4,1,0.0,0.0,36.0,39,False
56.0,4,9.0,0,3,1,2,1,0.0,0.0,40.0,39,False
42.0,6,11.0,2,4,4,4,1,0.0,0.0,60.0,39,False
40.0,4,9.0,4,3,0,4,1,0.0,0.0,40.0,2,False
49.0,4,12.0,2,12,5,4,0,0.0,1902.0,40.0,39,True
35.0,4,9.0,3,3,0,1,1,0.0,0.0,40.0,0,False
52.0,4,9.0,0,7,3,2,0,0.0,0.0,35.0,39,False
28.0,4,13.0,4,1,3,4,0,0.0,0.0,40.0,39,False
35.0,4,6.0,2,14,4,4,1,0.0,0.0,70.0,39,False
21.0,0,10.0,4,0,3,4,0,0.0,0.0,5.0,39,False
43.0,6,9.0,4,3,0,4,1,0.0,0.0,35.0,39,False
32.0,0,11.0,4,0,1,4,0,0.0,0.0,2.0,39,False
29.0,6,15.0,4,10,3,4,1,0.0,0.0,50.0,22,True
23.0,4,13.0,4,7,3,4,1,0.0,0.0,25.0,39,False
50.0,2,10.0,2,1,4,4,1,0.0,1740.0,48.0,39,False
34.0,4,10.0,4,8,3,2,1,0.0,0.0,40.0,39,False
19.0,4,9.0,4,8,3,4,1,0.0,0.0,40.0,39,False
47.0,4,7.0,2,7,5,2,0,0.0,0.0,40.0,39,False
37.0,6,10.0,2,5,4,4,1,0.0,0.0,40.0,39,False
25.0,4,9.0,4,12,1,2,0,0.0,0.0,35.0,39,False
75.0,4,10.0,2,4,4,4,1,0.0,0.0,35.0,39,True
24.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39,False
28.0,7,13.0,4,13,3,1,1,0.0,0.0,20.0,39,False
17.0,2,7.0,4,8,3,4,0,0.0,0.0,16.0,39,False
31.0,4,9.0,4,3,3,2,1,0.0,0.0,40.0,39,False
31.0,4,1.0,4,8,2,4,0,0.0,0.0,35.0,26,False
18.0,0,9.0,4,0,3,4,1,0.0,0.0,10.0,39,False
45.0,4,13.0,2,10,4,4,1,0.0,0.0,55.0,39,True
31.0,4,9.0,4,3,3,4,1,0.0,0.0,42.0,39,False
27.0,4,13.0,2,10,4,4,1,0.0,0.0,42.0,39,True
48.0,4,10.0,6,4,1,2,0,0.0,1669.0,38.0,39,False
22.0,0,9.0,2,0,5,4,0,0.0,0.0,22.0,39,False
34.0,4,13.0,2,11,4,2,1,0.0,0.0,30.0,39,False
26.0,4,9.0,4,7,1,2,0,0.0,0.0,40.0,39,False
53.0,4,10.0,2,10,4,4,1,0.0,0.0,40.0,39,False
60.0,4,13.0,2,4,4,4,1,0.0,0.0,35.0,39,True
49.0,2,14.0,5,10,1,4,0,0.0,0.0,50.0,39,False
40.0,4,10.0,0,4,0,4,0,0.0,0.0,40.0,39,False
48.0,5,6.0,2,5,4,4,1,0.0,0.0,80.0,39,False
23.0,4,13.0,4,10,0,4,1,0.0,0.0,50.0,39,False
68.0,0,4.0,6,0,0,2,1,0.0,0.0,10.0,39,False
42.0,4,11.0,2,10,4,4,1,0.0,0.0,40.0,39,True
37.0,6,9.0,4,5,3,4,1,0.0,0.0,85.0,39,False
27.0,4,9.0,4,3,3,4,0,0.0,0.0,45.0,39,False
38.0,4,10.0,2,4,4,4,1,0.0,0.0,44.0,39,True
27.0,4,9.0,4,3,0,4,1,0.0,0.0,35.0,21,False
75.0,4,9.0,6,1,0,4,0,0.0,0.0,40.0,39,False
49.0,5,13.0,2,12,4,4,1,0.0,0.0,52.0,39,True
27.0,4,10.0,4,12,0,4,1,0.0,0.0,20.0,39,False
36.0,6,13.0,4,5,0,4,1,0.0,0.0,50.0,26,False
36.0,4,13.0,2,10,4,4,1,3103.0,0.0,45.0,39,True
35.0,4,9.0,0,6,3,4,1,0.0,0.0,35.0,39,False
36.0,4,9.0,2,12,4,4,1,0.0,0.0,40.0,39,True
53.0,4,7.0,2,3,4,2,1,0.0,0.0,40.0,39,False
27.0,4,10.0,4,1,1,2,0,0.0,0.0,40.0,39,False
34.0,4,9.0,0,3,0,4,1,3325.0,0.0,35.0,39,False
61.0,4,10.0,2,12,4,4,1,0.0,0.0,44.0,39,True
29.0,4,9.0,0,7,1,4,1,0.0,0.0,56.0,39,False
40.0,7,10.0,0,1,1,2,0,0.0,0.0,35.0,39,False
37.0,4,14.0,4,4,0,4,1,0.0,0.0,40.0,39,True
22.0,4,5.0,4,6,2,4,1,0.0,0.0,30.0,39,False
43.0,5,10.0,2,4,4,4,1,0.0,0.0,40.0,39,False
55.0,6,9.0,2,5,4,4,1,0.0,0.0,30.0,39,False
